id	date	class	matched	source	document	line	text
INL-137d8825	2026-05-23	C1	retracted	inline	documentation/CANONICAL_HASHES.md	296	**v2 100T details:** established 2026-05-23 (campaign `20260521_v2_100T_buildA`). Phase 1 enum ~40h across 3 Spot evictions on D128als_v7 westus3; 61,550 shards, 481 GB raw. Phase 3 merge: Standard D32als_v7 + 1.5 TB Premium SSD scratch, external chunked-sort. +231,181,617 records (+6.74%) vs v1 100T. `solve --verify` PASS. Binary sha `6fdb10da…`. Dual-storage: `solver-data-westus3:/20260521_v2_10 [...truncated]
INL-c3a1cfe	2026-05-23	C3	corrected	inline	documentation/CANONICAL_HASHES.md	302	No sha256, record count, file size or archive location changes — this is a derived field only. The direction matters for the one thing the figure is used for: storage or transfer planning at the retired ratio under-allocates compressed capacity by ~7%. The sibling site at [HISTORY.md](HISTORY.md)'s 2026-05-23 v2 100T entry carried the same figure and is corrected in the same pass (the charge named [...truncated]
INL-2cceba4f	2026-05-25	C1	retraction	inline	documentation/CANONICAL_HASHES.md	304	**Lineage notes (corrected 2026-05-25):** The 2026-05-21 merge `3128942` was a v2-bundled merge that brought the v2 prune stack into `main`. v3 BRANCH `origin/v3` (`8b1658b` based on `2cf8771` May 10 pre-v2-prune) is the clean v3-design code — v1 prune set + #72 bitset + v3.1 orphan-promotion, no v2 prune tax. **On 2026-05-25 (afternoon), `main`'s `solve.c` was reset to v3 BRANCH's `solve.c`** so [...truncated]
INL-e8b97e2	2026-05-25	C1	retracted	inline	documentation/CANONICAL_HASHES.md	308	**Records-per-dollar (UPDATED 2026-05-25 — speedup claim retracted):** v3 is sha-preserving on v1's prune predicates. The earlier "+9.2% faster per node" claim was a multiplicative theoretical composite (LTO 2.53% × PGO 6.5%) that did not replicate when measured as a combined stack at full-enum 1T scale (2026-05-24 paired bench: v3 ~0.5% slower than v1 with PGO applied; ~4.4% faster with LTO+bitse [...truncated]
INL-308a507f	2026-09-01	C3	corrected	inline	documentation/CANONICAL_HASHES.md	314	1. **All realistic canonical scales are BUDGETED at the per-sub-branch level.** Under the uniform per-cell budget every canonical uses, a run can only report EXHAUSTED if the per-cell budget is at least as large as the *largest* cell's search tree — so a measured lower bound on any *one* cell is a lower bound on the per-cell budget, and multiplying by the cell count bounds the total. The one cell [...truncated]
INL-1fd5280	2026-08-08	C1	retracted	inline	documentation/CANONICAL_HASHES.md	341	3. **~~Imperfect-resume during long-running generation contaminates the sha.~~ CORRECTED 2026-08-08 — this item was FALSE and is retracted; see [CORRECTIONS.md](CORRECTIONS.md) CX-34.** It read: *"The May-15 100B archive `f1709ab09486ba…` does not reproduce from its own baseline commit `3258f4c` on a clean re-run; same pattern as deprecated `c34390c0` (5.6T) and `f7b8c4fb` (10T)."* **It does repro [...truncated]
INL-17db57d5	-	C1	retracted	inline	documentation/CANONICAL_HASHES.md	364	That deprecation is **retracted**; see [CORRECTIONS.md](CORRECTIONS.md) CX-34. The bytes reproduce
INL-1e8b5fdf	2026-08-28	C3	corrected	inline	documentation/CANONICAL_HASHES.md	388	> Known scales: `1T 5.6T 10T 11.2T 100T 560T`. ⚠ **[CORRECTED 2026-08-28 — this list also named `d2-10T`, which THIS COMMAND rejects — `solve --validate-launcher-config d2-10T <PSB>` returns **rc=25 'unknown scale'** for any PSB, while all six scales above return 0/1 (i.e. recognised, then judged). Verified by running the shipped binary across all seven. The command's own usage text lists it too a [...truncated]
INL-27daafb3	2026-08-30	C3	corrected	inline	documentation/CANONICAL_HASHES.md	409	⚠ **[CORRECTED 2026-08-30 — this section read "Only `SOLVE_DEPTH`, `SOLVE_NODE_LIMIT`, and `SOLVE_PER_SUB_BRANCH_LIMIT` are sha-determining — change them and the resulting `solutions.bin` sha changes." That is false for `SOLVE_NODE_LIMIT` under every published depth-3 recipe here, and this section exists precisely to tell an operator which knobs matter.** Two independent grounds, both established [...truncated]
INL-250d7fa7	-	C3	correction	inline	documentation/CANONICAL_HASHES.md	418	> **What `SOLVE_NODE_LIMIT` still does when a PSB is set** — it is not inert, it is simply not sha-determining: (i) it drives the pre-flight and safety gates, all thresholded at 1T — disk-space and fsync-IOPS pre-checks, the auto-selftest, host-fingerprint capture, and the sub-canonical refusal below 1T (which an explicit PSB is itself one of the two documented suppressors for); (ii) at `SOLVE_NOD [...truncated]
INL-484d1c	2026-08-30	C3	correction	inline	documentation/CANONICAL_HASHES.md	420	⚠ **EXTENSION WARNING (2026-08-30).** The consequence of the above is prospective, and it is the reason this correction is not cosmetic. **An extension run MUST raise `SOLVE_PER_SUB_BRANCH_LIMIT`** — raising `SOLVE_NODE_LIMIT` alone does nothing. A "560T → larger" extension that copies the parent's `SOLVE_PER_SUB_BRANCH_LIMIT=3536157207` walks the **identical frontier** and produces the **identica [...truncated]
INL-79ac8fb	-	C3	correction	inline	documentation/CANONICAL_HASHES.md	427	- `SOLVE_SKIP_IOPS_CHECK=1` — skips the fsync-throughput pre-flight gate (exit 31). Skip it, or prefer `SOLVE_ALLOW_SLOW_IOPS=1` (probe runs and logs, launch proceeds), when a durable archival disk cannot clear the gate's *aggregate* floor — see the correction below for what that floor actually is.
INL-f47bc5	2026-09-02	C1	retracted	inline	documentation/CANONICAL_HASHES.md	429	⚠ **[CORRECTED 2026-09-02 — this bullet named a fixed single-thread fsync/sec floor as the gate's criterion. No such floor exists in the shipped binary.** It was the task-#107 design of 2026-05-27 and was retooled away two days later by task #115, *because it was mis-calibrated*: single-thread fsync is latency-bound and no network-attached managed disk reaches that rate, so the gate fired on eve [...truncated]
INL-ae4424c	2026-05-29	C3	corrected	inline	documentation/CANONICAL_HASHES.md	439	That is **≈366 aggregate fsync/sec at the canonical 128 threads with batch 1**, not the four-digit single-thread rate this bullet published. **The error was fail-open for the reader**, which is why it is corrected rather than merely restated: a host measuring 500 aggregate fsync/sec passes the real gate at 128 threads, and this bullet told its operator to disable the gate — losing exactly the pr [...truncated]
INL-23989b7b	-	C4	caveat	inline	documentation/CANONICAL_HASHES.md	443	### PSB-formula caveat
INL-2222b4f9	-	C3	off-by	inline	documentation/CANONICAL_HASHES.md	456	Every cell of that table — formula column and off-by column, all six rows — is reproduced by this one command (`NL`, `PSB` and the scale label are the only inputs; both computed columns are derived):
INL-19377de2	2026-09-01	C3	corrected	inline	documentation/CANONICAL_HASHES.md	462	⚠ **[CORRECTED 2026-09-01 — the `floor(NL/158,364)` column was wrong in three of six rows, and the off-by column wrong in the same three. It read 5.6T `35,361,598` / off by `0`, 10T `63,146,544` / off by `+13`, and 1T `6,315,272` / off by `+186`; the correct floors are `35,361,572`, `63,145,664` and `6,314,566`, off by `+26`, `+893` and `+892`. The 100T, 560T and 11.2T rows were already right and [...truncated]
INL-19674fbd	-	C4	caveat	inline	documentation/CANONICAL_HASHES.md	464	> **Why this mattered more than the digits.** No canonical is at risk: no sha, record count or file size depends on this table, and every published PSB in §Reproducibility parameters is unchanged. The error also pointed the safe way — the real divergence is *larger* than what was printed, which strengthens rather than weakens this section's conclusion, and that is very likely why it survived so lo [...truncated]
INL-30421d1a	-	C3	rounding	inline	documentation/CANONICAL_HASHES.md	468	The 1T / 5.6T / 10T / 11.2T published PSBs are the empirically-correct values — they're what the original enum runs used to produce the published canonical shas byte-identically across many independent witnesses. The original solve.c may have used a slightly different per-cell-budget computation (perhaps including per-thread checkpoint overhead, or a different rounding mode), or those rows may be [...truncated]
INL-31c2d853	2026-08-28	C3	corrections	inline	documentation/CANONICAL_HASHES.md	505	# Fixed + gated by scripts/sidecar_sha_gate.sh; see CORRECTIONS.md 2026-08-28.
INL-2a817a86	2026-09-02	C3	corrected	inline	documentation/CANONICAL_HASHES.md	510	- C-side: `solve --verify solutions.bin` — checks every record satisfies C1–C5, plus sorted-order and dedup, per [SPECIFICATION.md](SPECIFICATION.md). ⚠ **King Wen's presence is printed, not enforced, by `--verify`** (measured 2026-09-02: the King Wen record deleted from an artifact and the header count patched → `King Wen found: No` … `VERIFY=PASS`, rc 0). Read that line by eye; folding it into t [...truncated]
INL-d8f0a01	2026-06-14	C3	correction	inline	documentation/CANONICAL_HASHES.md	536	**Size convention (applies to every entry above):** the **File size** field is always the on-disk size *including* the 32-byte header; the record count is `(size − 32) / 32`. A merge/`--analyze` log line that reports "records × 32" (record-bytes only) is 32 bytes short of the on-disk size — that fence-post is the source of the 2026-06-14 false-corruption alarm and the 2026-07-04 100T count re-corr [...truncated]
INL-3614801d	2026-08-24	C1	withdrawn	inline	documentation/CANONICAL_HASHES.md	538	Records are deduplicated at merge time by canonical form (orient-bit-masked); the reported record count equals the number of distinct canonical orderings the enumeration discovered within its budget. The full mathematical search space is much larger than any partial enumeration here (estimated at ≈3×10³⁷ distinct-canonical orderings — see [SEARCH_SPACE_SIZE.md](SEARCH_SPACE_SIZE.md)); canonicals a [...truncated]
INL-1ecc7b54	2026-07-20	C3	correction	inline	documentation/CIRCULAR_KING_WEN.md	18	[TR-7](../reports/TR7_CIRCULAR_READING.md) §3, which made this correction on 2026-07-20).
INL-16af45e5	-	C1	retracted	inline	documentation/CIRCULAR_KING_WEN.md	21	[RETRACTED_PHRASES.tsv](RETRACTED_PHRASES.tsv).)*
INL-1bdfc158	2026-09-02	C3	corrected	inline	documentation/CIRCULAR_KING_WEN.md	61	*(Corrected 2026-09-02, Codex V2-F32 #1, prose batch P36: this paragraph asserted the rotation
INL-2f20ca32	-	C3	corrected	inline	documentation/CIRCULAR_KING_WEN.md	63	[TR-7](../reports/TR7_CIRCULAR_READING.md) §6 was corrected in the same pass; the phrasing is
INL-30f00e04	-	C1	retracted	inline	documentation/CIRCULAR_KING_WEN.md	64	registered in [RETRACTED_PHRASES.tsv](RETRACTED_PHRASES.tsv).)*
INL-16db1ab6	-	C3	corrections	inline	documentation/CIRCULAR_KING_WEN.md	68	corrections welcome via CITATIONS.md).*
INL-35ac8340	-	C3	corrected	inline	documentation/CITATIONS.md	5	> **Disclaimer.** This list is **not exhaustive**. Scholarship on the I Ching spans three millennia, multiple languages (primarily Chinese, with significant secondary literature in Japanese, English, German, and French), and several fields (sinology, combinatorics, philosophy, comparative religion, mathematical recreation, psychedelic studies). Omissions are unintentional. **If you are aware of pr [...truncated]
INL-224f212a	-	C4	hedged	inline	documentation/CITATIONS.md	21	- **Kong Yingda 孔穎達** (574–648). *Zhouyi zhengyi* 周易正義 (in the *Shisanjing zhushu* 十三經注疏, Zhonghua Shuju edition, 1980). **The classical formulation of C1**: his subcommentary on the [Xugua](#xugua) states the received order's pairing principle — the hexagrams run two-by-two, each pair related to its partner by reversal or, where the reversal is symmetric, by complement — the Tang-dynasty source e [...truncated]
INL-1ae815a2	2026-08-01	C3	corrected	inline	documentation/CITATIONS.md	47	The observation that King Wen positions complementary hexagrams (bitwise-opposites) unusually close to each other — formally, that the total positional distance $\sum_{v} |pos(v) - pos(\overline{v})| = 776$ is low (3.9th percentile, sampled — **figure flagged 2026-08-01**, see below and [SOLVE.md](SOLVE.md) §Rule 3) among orderings satisfying the other extracted constraints (C1+C2+C4+C5; scope lab [...truncated]
INL-36fe5acc	2026-07-04	C3	corrections	inline	documentation/CITATIONS.md	52	- <a id="barrett2019"></a>**Hilary Barrett (2019)** — the nearest prior art we have found is an informal blog post, "Complementary hexagrams and direction" (I Ching with Clarity, [onlineclarity.co.uk](https://www.onlineclarity.co.uk/answers/2019/04/05/complementary-hexagrams-and-direction/), 5 April 2019; archived [via the Wayback Machine](http://web.archive.org/web/20230312000515/https://www.onli [...truncated]
INL-1b1b9021	2026-04-20	C1	withdrawn	inline	documentation/CITATIONS.md	56	**Scope qualifier (added 2026-04-20 after d3 100T enumeration; scope label corrected 2026-07-22):** KW's C3 is low (3.9th percentile, sampled — **flagged 2026-08-01, see [SOLVE.md](SOLVE.md) §Rule 3: not supported by that population; ledger ≈12%**) *within orderings satisfying the other constraints (C1+C2+C4+C5)* — not within C1-only orderings, where the measured tail is ~6-8% (C3|C1 = exact 6.421 [...truncated]
INL-2a79f223	2026-07-26	C1	retracted	inline	documentation/CITATIONS.md	74	inheritance it found**; the former "Theorem 6 (forced orientation)" claim was retracted 2026-07-26
INL-c798280	2026-09-01	C3	corrected	inline	documentation/CITATIONS.md	75	(see CLAIMS_DECIDED.md). ⚠ **[CORRECTED 2026-09-01 — this line previously described the orientation
INL-37a7d0a1	2026-09-01	C2	propagation	inline	documentation/CITATIONS.md	82	[SPECIFICATION.md](SPECIFICATION.md) §Constraints on 2026-09-01; this file missed the propagation.
INL-2cec5a52	2026-08-07	C1	withdrawn	inline	documentation/CITATIONS.md	109	*Corrected 2026-08-07 (CX-30).* This sentence previously read "…a specific system that **narrows 10^89 orderings to ~700 million**". That is wrong by roughly **29 orders of magnitude**, and in the direction that most flatters the project. 10^89 ≈ 64! is right for the unconstrained space, but C1–C5 does **not** narrow it to ~700 million: the C1–C5 space is **estimated at 1.33×10³⁸** orientation-exp [...truncated]
INL-3847ee35	2026-08-29	C3	corrections	inline	documentation/CITATIONS.md	116	- **Shao Yong** (邵雍, 1011–1077 CE). *Huangji jingshi shu* (皇極經世書). Developed the circular/square binary arrangement (xiantian diagram) that Leibniz later rediscovered. States, in the 觀物外篇 (transmitted in this work), the reversal-classification count of the hexagrams at two levels — 「八卦之象，不易者四，反易者二，以六卦變而成八也。重卦之象，不易者八，反易者二十八，以三十六變而成六十四也」 (四庫全書本, 卷十三; read first-hand from the 浙江大學 scan, archive.org 0 [...truncated]
INL-60de658	-	C4	hedge	inline	documentation/CITATIONS.md	123	**Earliest attestation of the received sequence** (Shaughnessy 2022, ch. 11 — the same chapter Table 11.2 sits in). This is the concrete philology behind the repo-wide hedge that "the dating of the ordering's fixation is debated in modern scholarship": the earliest artifactual witness of the *received* hexagram sequence is the Xiping Stone Classics (175–183 CE), with the fragmentary Fuyang *Zhouyi [...truncated]
INL-d364ffa	2026-07-05	C1	withdrawn	inline	documentation/CITATIONS.md	127	**ERRATUM (2026-07-05).** From 2026-04-06 to 2026-07-05 the Mawangdui array in `roae.py`/`solve.c` was **wrong** — right octet membership, wrong octet order, wrong within-octet order (a synthesized double loop that matched neither the manuscript nor its own code comment; the cited Wikipedia article contains no sequence at all). The error was caught by cross-checking Shaughnessy 2022 Table 11.2 dur [...truncated]
INL-198cc1c9	-	C3	corrections	inline	documentation/CITATIONS.md	130	- **Jing Fang** (京房, 77–37 BCE). The *Ba Gong Gua* (八宮卦) arrangement is preserved in traditional Yi Jing commentary and divinatory practice. The specific "origin → five worlds → wandering soul (遊魂) → returning soul (歸魂)" convention ROAE uses follows standard sinological sources. Alternative orderings within the same palaces exist; PR welcome for corrections. Traditional attribution of the arrangem [...truncated]
